,1 Accurate Long Balls,1 Corners,1 Dribbles Attempted,1 Dribbles Succeeded,1 Fouls Conceded,1 Goals,1 Interceptions,1 Long Balls,1 Offsides,1 Pass Completion,1 Possession,1 Red Cards,1 Shots,1 Shots Blocked,1 Shots woodwork,1 Tackles Attempted,1 Throws,1 Total Passes,1 Total Shots on Target,1 Total xG,1 Yellow Cards,2 Accurate Long Balls,2 Corners,2 Dribbles Attempted,2 Dribbles Succeeded,2 Fouls Conceded,2 Goals,2 Interceptions,2 Long Balls,2 Offsides,2 Pass Completion,2 Possession,2 Red Cards,2 Shots,2 Shots Blocked,2 Shots woodwork,2 Tackles Attempted,2 Throws,2 Total Passes,2 Total Shots on Target,2 Total xG,2 Yellow Cards,winner,fh winner
669,6,2,2,1,7,0,10,17,0,0.883,0.469,0,5,3,0,8,3,291,1,0.185,0,15,0,8,6,2,1,10,23,2,0.884,0.531,0,5,2,0,5,13,329,2,0.643,0,2,2
670,15,6,4,3,4,0,7,33,1,0.733,0.52,0,7,2,0,11,11,236,2,0.635,0,21,3,10,3,6,2,16,38,0,0.784,0.48,0,7,1,0,7,12,218,4,0.745,0,2,2
671,20,0,7,3,9,1,2,34,1,0.807,0.503,0,6,3,0,10,9,269,1,1.752,1,15,0,4,3,9,0,7,34,0,0.835,0.497,0,2,1,0,5,5,266,0,0.082,1,1,1
672,21,0,6,4,7,0,5,27,0,0.847,0.602,0,7,3,0,7,10,327,0,0.342,1,17,1,12,9,6,1,10,34,0,0.801,0.398,0,8,4,0,5,7,216,1,0.211,1,2,2
673,30,5,4,1,3,0,2,37,1,0.902,0.836,0,9,2,0,4,6,470,3,1.016,0,6,1,4,1,9,0,15,18,0,0.62,0.164,0,3,1,0,2,6,92,0,0.23,0,0,0
674,16,2,10,8,2,0,11,36,0,0.737,0.505,0,6,4,0,10,15,232,1,0.377,0,22,5,6,3,3,1,11,41,1,0.736,0.495,0,4,0,0,6,16,227,2,0.122,0,2,2
675,24,3,10,5,5,1,15,31,1,0.835,0.418,0,2,0,0,11,9,248,1,0.171,0,26,0,4,1,6,0,6,30,1,0.89,0.582,0,6,2,0,9,7,345,0,0.484,1,1,1
676,14,0,5,4,7,0,11,28,0,0.732,0.333,0,1,0,0,14,8,168,1,0.03,0,20,2,8,8,9,0,10,27,1,0.86,0.667,0,5,0,0,16,13,336,2,1.074,1,2,0
677,16,6,4,1,7,0,7,25,0,0.837,0.628,0,12,3,0,6,7,295,4,0.593,0,11,0,2,0,4,0,7,31,0,0.703,0.372,0,0,0,0,10,12,175,0,0.0,1,2,0
678,12,0,4,0,8,0,11,31,1,0.693,0.34,0,0,0,0,10,14,163,0,0.0,0,12,4,6,2,7,2,7,17,0,0.873,0.66,0,13,3,1,4,12,316,6,1.905,1,2,2
679,13,2,5,4,9,1,5,35,0,0.571,0.354,0,1,0,0,8,16,147,1,0.216,1,13,8,3,1,6,0,6,37,0,0.72,0.646,0,6,2,2,7,12,268,1,0.676,0,1,1
680,12,1,11,8,3,2,9,20,0,0.878,0.665,0,7,1,0,5,13,395,3,1.372,0,18,2,2,2,4,0,5,36,0,0.734,0.335,0,2,0,0,10,10,199,1,0.183,0,1,1
681,15,1,2,1,2,0,5,31,0,0.754,0.293,0,2,1,0,6,3,142,1,0.229,0,13,7,8,3,4,0,3,28,0,0.86,0.707,0,11,5,0,3,10,343,1,0.721,1,0,0
